Date and Time,Capel st/Mary street,Grafton st/Monsoon,Henry Street/Coles Lane/Dunnes,Liffey st/Halfpenny Bridge,Mary st/Jervis st,O'Connell St/Pennys,Westmoreland Street East/Fleet street,Westmoreland Street West/Carrolls
20/01/2017 11:00,354,2384,3438,897,487,4093,502,1300
20/01/2017 12:00,654,3691,4685,1228,705,4965,691,1261
20/01/2017 13:00,739,4677,5476,1555,985,5433,840,1433
20/01/2017 14:00,576,3622,4660,1575,751,5061,695,1948
20/01/2017 15:00,510,3520,4732,1615,788,5545,795,1691
20/01/2017 16:00,569,3954,5105,1694,832,6852,1090,2852
20/01/2017 17:00,613,4522,5301,1630,946,7240,1317,1747
20/01/2017 18:00,549,3663,4525,1564,825,6881,1031,2630
20/01/2017 19:00,478,2442,2563,1069,538,5869,669,2912
20/01/2017 20:00,378,1649,1489,744,366,5448,566,1484
20/01/2017 21:00,233,1337,836,521,214,5016,405,1639
20/01/2017 22:00,179,1218,525,510,163,4339,499,944
20/01/2017 23:00,206,1173,444,995,94,3674,662,1639
21/01/2017 00:00,128,940,232,590,85,1926,349,1578
21/01/2017 01:00,73,668,311,473,48,2019,288,1686
21/01/2017 02:00,73,564,142,606,46,1913,124,1324
21/01/2017 03:00,52,565,107,1130,23,1767,211,470
21/01/2017 04:00,44,379,77,183,27,1341,45,138
21/01/2017 05:00,19,178,80,26,27,576,20,218
21/01/2017 06:00,37,267,177,48,30,657,72,251
21/01/2017 07:00,48,376,243,109,86,1043,93,944
21/01/2017 08:00,54,651,294,192,93,2122,144,1216
21/01/2017 09:00,157,1238,623,388,216,2631,233,874
21/01/2017 10:00,246,2031,1892,771,346,2958,359,1360
21/01/2017 11:00,379,3028,3745,1167,673,3772,452,1558
21/01/2017 12:00,482,3877,4610,1548,821,4629,513,2311
21/01/2017 13:00,591,4219,5674,1807,982,5646,602,1513
21/01/2017 14:00,567,4532,5965,2026,1110,5412,601,1514
21/01/2017 15:00,619,4729,6280,2115,1108,5973,559,1500
21/01/2017 16:00,666,5251,6236,2199,1148,6662,679,1679
21/01/2017 17:00,626,4267,4999,1997,967,6795,701,1435
21/01/2017 18:00,512,2795,3645,1263,735,5099,572,1431
21/01/2017 19:00,467,1945,2124,922,524,5146,499,1039
21/01/2017 20:00,319,1433,1109,768,276,4995,436,1241
21/01/2017 21:00,253,1308,702,542,192,4834,413,1211
21/01/2017 22:00,233,1094,484,670,164,4128,334,1162
21/01/2017 23:00,185,1071,332,777,101,3696,331,1082
22/01/2017 00:00,141,919,226,874,59,2134,260,1178
22/01/2017 01:00,117,727,156,456,55,2024,227,844
22/01/2017 02:00,89,666,157,591,36,1564,139,247
22/01/2017 03:00,99,879,142,527,19,2295,235,1237
22/01/2017 04:00,47,592,69,118,17,1045,61,380
22/01/2017 05:00,33,231,33,27,13,624,22,226
22/01/2017 06:00,18,140,71,26,29,853,29,2160
22/01/2017 07:00,18,176,131,63,35,391,0,270
22/01/2017 08:00,44,313,269,58,41,966,0,423
22/01/2017 09:00,69,577,524,125,86,1724,0,1077
22/01/2017 10:00,145,1143,1406,369,206,1947,0,692
22/01/2017 11:00,239,1932,2407,613,454,2969,0,574
22/01/2017 12:00,352,2959,3348,1005,611,3074,0,715
22/01/2017 13:00,445,3179,4260,1240,834,3614,0,1069
22/01/2017 14:00,535,3573,4817,1362,846,3947,0,1030
22/01/2017 15:00,523,3873,5018,1503,953,4709,0,1797
22/01/2017 16:00,526,3960,4630,1559,876,4879,0,1836
22/01/2017 17:00,507,3389,3942,1298,798,4924,0,1855
22/01/2017 18:00,473,2113,2752,884,624,4493,0,1153
22/01/2017 19:00,404,1281,1654,606,351,4281,0,1467
22/01/2017 20:00,300,969,815,368,180,3961,2,1686
22/01/2017 21:00,132,691,387,230,111,2901,0,908
22/01/2017 22:00,95,609,265,171,86,3069,5,452
22/01/2017 23:00,155,443,207,103,58,2195,0,2220
23/01/2017 00:00,60,245,79,63,24,1026,1,171
23/01/2017 01:00,52,184,57,29,15,894,3,656
23/01/2017 02:00,19,157,42,18,23,613,9,4813
23/01/2017 03:00,14,256,35,16,15,351,0,3321
23/01/2017 04:00,18,195,38,7,14,349,2,562
23/01/2017 05:00,18,83,117,8,20,306,13,112
23/01/2017 06:00,53,555,351,82,78,1148,57,394
23/01/2017 07:00,105,1399,761,180,136,3630,156,1611
23/01/2017 08:00,295,2747,1861,564,285,6368,357,3728
23/01/2017 09:00,345,1865,2151,603,432,5521,258,2358
23/01/2017 10:00,293,1844,2692,639,435,3750,193,1250
23/01/2017 11:00,346,2361,3280,792,484,3870,211,1617
23/01/2017 12:00,549,3525,4401,1136,735,4333,560,1531
23/01/2017 13:00,690,4695,5545,1409,1027,4672,749,2120
23/01/2017 14:00,499,3291,4072,1234,791,4321,234,1552
23/01/2017 15:00,475,3241,4465,1328,683,4689,197,2394
23/01/2017 16:00,520,3532,4714,1355,737,5227,272,3076
23/01/2017 17:00,652,4068,4370,1491,797,6178,437,2458
23/01/2017 18:00,513,2831,3609,1219,727,5662,308,2240
23/01/2017 19:00,536,1644,1775,690,468,4005,182,1526
23/01/2017 20:00,279,1121,1003,414,220,3330,146,1372
23/01/2017 21:00,182,867,639,330,156,2666,94,799
23/01/2017 22:00,146,781,344,203,103,2747,87,894
23/01/2017 23:00,100,595,211,194,48,1548,51,509
24/01/2017 00:00,47,427,83,52,29,822,12,201
24/01/2017 01:00,23,457,80,24,16,451,8,97
24/01/2017 02:00,19,809,28,12,7,692,15,110
24/01/2017 03:00,24,709,43,8,11,735,11,93
24/01/2017 04:00,23,163,60,4,19,587,8,316
24/01/2017 05:00,16,130,99,16,13,854,3,727
24/01/2017 06:00,50,585,301,80,64,1464,58,726
24/01/2017 07:00,111,1472,790,188,129,3735,134,1877
24/01/2017 08:00,320,3134,1870,528,263,6112,230,3884
24/01/2017 09:00,372,2096,2137,677,353,5685,182,3563
24/01/2017 10:00,290,1736,2548,664,386,3900,92,2337
24/01/2017 11:00,427,2392,3266,844,516,3628,148,1419
24/01/2017 12:00,602,3385,4147,1161,689,3945,163,1421
24/01/2017 13:00,694,4174,4980,1586,963,4637,163,2732
24/01/2017 14:00,502,3014,4223,1304,705,4580,133,1733
24/01/2017 15:00,480,3011,4229,1267,632,4647,419,1269
24/01/2017 16:00,520,3319,4384,1359,670,5291,513,1591
24/01/2017 17:00,603,4075,4451,1524,826,6164,790,2255
24/01/2017 18:00,625,3435,3570,1178,751,5870,618,2355
24/01/2017 19:00,473,1962,1948,714,451,5517,430,1942
24/01/2017 20:00,354,1268,1071,410,267,3460,294,1335
24/01/2017 21:00,226,950,626,333,149,2622,215,1282
24/01/2017 22:00,174,819,350,194,107,2108,172,1070
24/01/2017 23:00,102,652,238,134,58,1155,139,687
25/01/2017 00:00,69,415,91,81,32,844,52,638
25/01/2017 01:00,31,251,71,34,22,702,9,183
25/01/2017 02:00,11,214,63,7,8,445,5,340
25/01/2017 03:00,35,338,47,22,11,312,4,349
25/01/2017 04:00,41,117,56,11,22,369,5,97
25/01/2017 05:00,118,123,86,9,17,279,8,250
25/01/2017 06:00,60,575,301,82,63,1690,60,711
25/01/2017 07:00,93,1415,783,200,99,3557,200,1926
25/01/2017 08:00,323,2897,1530,547,220,5924,837,3167
25/01/2017 09:00,303,1963,2092,664,317,4829,55,2119
25/01/2017 10:00,280,1830,2817,759,383,3521,2,1881
25/01/2017 11:00,343,2221,3433,801,445,3356,0,1633
25/01/2017 12:00,618,3261,4527,1337,615,3892,20,1466
25/01/2017 13:00,653,4551,6032,1529,925,4868,6,2916
25/01/2017 14:00,484,3299,5051,1321,710,4262,0,3598
25/01/2017 15:00,382,3017,4660,1498,633,4407,0,3052
25/01/2017 16:00,557,3380,4501,1443,637,5344,1291,2464
25/01/2017 17:00,762,4145,4452,1544,687,6574,1915,2563
25/01/2017 18:00,656,3545,3611,1365,573,6186,1554,3045
25/01/2017 19:00,383,2038,1906,827,356,4484,1046,1616
25/01/2017 20:00,298,1256,887,463,191,3654,784,1485
25/01/2017 21:00,240,925,604,327,122,3019,652,950
25/01/2017 22:00,205,930,453,259,103,2105,455,1242
25/01/2017 23:00,130,754,242,147,75,1573,314,837
26/01/2017 00:00,67,443,79,72,34,1210,162,783
26/01/2017 01:00,25,334,69,30,24,812,59,177
26/01/2017 02:00,16,248,46,16,15,334,61,196
26/01/2017 03:00,14,298,37,7,8,319,52,567
26/01/2017 04:00,17,101,61,9,18,175,29,342
26/01/2017 05:00,10,141,95,8,18,274,58,31
26/01/2017 06:00,86,484,290,83,67,1296,241,344
26/01/2017 07:00,103,1382,779,192,119,3519,678,1588
26/01/2017 08:00,288,2799,1551,583,256,6636,1345,3748
26/01/2017 09:00,322,2052,984,577,367,4928,890,2585
26/01/2017 10:00,265,1945,1968,714,335,3661,652,1900
26/01/2017 11:00,308,2333,3316,820,451,4105,795,1499
26/01/2017 12:00,554,3234,4227,1211,661,4982,1072,1519
26/01/2017 13:00,594,3990,5083,1432,813,5609,1217,2386
26/01/2017 14:00,387,3003,4208,1379,603,5258,910,2224
26/01/2017 15:00,436,3113,3983,1262,609,4985,1050,2554
26/01/2017 16:00,476,2689,4549,1289,737,5925,1456,1702
26/01/2017 17:00,581,4410,4400,1082,824,6452,1993,1925
26/01/2017 18:00,583,3979,3977,1414,752,6612,1572,2278
26/01/2017 19:00,473,2723,2518,1043,552,5250,1134,1166
26/01/2017 20:00,347,1688,1664,733,319,4805,871,2127
26/01/2017 21:00,267,1191,815,462,239,4376,800,1434
26/01/2017 22:00,165,1017,396,352,118,2607,746,1194
26/01/2017 23:00,98,856,270,229,77,1920,453,796
27/01/2017 00:00,94,543,119,88,37,1654,239,658
27/01/2017 01:00,42,371,80,57,21,1172,123,477
27/01/2017 02:00,21,396,55,34,11,1005,70,301
27/01/2017 03:00,38,463,82,46,20,725,71,377
27/01/2017 04:00,12,224,52,28,21,691,56,203
27/01/2017 05:00,25,162,86,12,25,812,74,33
27/01/2017 06:00,50,501,318,67,58,1405,225,300
27/01/2017 07:00,96,1331,706,183,110,3545,616,1539
27/01/2017 08:00,257,2876,1757,517,240,6467,1303,3202
27/01/2017 09:00,286,1846,1796,583,364,4656,413,2541
27/01/2017 10:00,324,1942,2130,691,359,3924,0,2003
27/01/2017 11:00,334,2353,3259,915,485,4818,113,1467
27/01/2017 12:00,494,3272,4657,1239,638,4975,0,1884
27/01/2017 13:00,749,4447,5837,1651,996,5489,10,2667
27/01/2017 14:00,524,3735,5176,1488,843,5212,4,2364
27/01/2017 15:00,483,3392,4828,1443,623,5679,3,2291
27/01/2017 16:00,552,4037,5304,1557,908,6740,0,2635
27/01/2017 17:00,631,4679,5246,1810,963,6870,0,3269
27/01/2017 18:00,685,3909,3764,1568,787,6483,0,2372
27/01/2017 19:00,565,2500,2365,1034,525,5698,0,2057
27/01/2017 20:00,520,1787,1242,802,359,5578,0,1503
27/01/2017 21:00,385,1420,740,661,0,4857,0,1578
27/01/2017 22:00,235,1404,548,660,0,3893,0,700
27/01/2017 23:00,211,1346,415,782,0,3833,0,1215
28/01/2017 00:00,135,968,241,702,0,2290,0,759
28/01/2017 01:00,97,768,146,414,26,2423,0,809
28/01/2017 02:00,74,593,104,306,24,1836,0,588
28/01/2017 03:00,69,656,119,543,31,1450,0,899
28/01/2017 04:00,37,349,71,40,19,669,0,264
28/01/2017 05:00,20,161,80,16,18,509,0,144
28/01/2017 06:00,124,263,169,35,34,915,0,261
28/01/2017 07:00,47,399,321,112,69,1137,0,335
28/01/2017 08:00,63,649,660,199,75,1672,0,691
28/01/2017 09:00,178,1302,1332,390,168,2781,0,1075
28/01/2017 10:00,256,1845,2371,772,354,3005,0,1493
28/01/2017 11:00,358,2844,3376,1107,595,3825,0,1322
28/01/2017 12:00,438,3887,4578,1563,826,4182,0,1230
28/01/2017 13:00,444,4436,5598,1897,950,4765,0,2369
28/01/2017 14:00,483,4714,5960,2103,1012,4925,0,2149
28/01/2017 15:00,503,5045,6230,2271,1097,5710,0,2752
28/01/2017 16:00,558,5180,5993,2288,1024,5815,0,2125
28/01/2017 17:00,484,4341,5257,1953,934,6350,0,1820
28/01/2017 18:00,487,3047,3759,1421,703,5391,0,2022
28/01/2017 19:00,416,2007,2223,1048,472,5743,0,1511
28/01/2017 20:00,349,1520,1057,786,260,5105,0,1469
28/01/2017 21:00,196,1233,641,716,168,4480,0,1374
28/01/2017 22:00,184,1219,486,568,3,4341,0,1012
28/01/2017 23:00,199,1204,335,989,0,3906,0,1222
29/01/2017 00:00,128,917,208,695,10,2810,0,1842
29/01/2017 01:00,77,866,154,465,47,1834,0,990
29/01/2017 02:00,35,839,128,261,42,1772,0,831
29/01/2017 03:00,73,994,167,688,73,2131,0,720
29/01/2017 04:00,24,824,80,75,15,1349,0,796
29/01/2017 05:00,13,268,39,28,15,416,0,255
29/01/2017 06:00,19,167,88,26,21,359,0,119
29/01/2017 07:00,31,187,122,35,33,594,0,183
29/01/2017 08:00,33,291,194,66,43,1071,0,375
29/01/2017 09:00,77,564,557,148,102,1435,0,959
29/01/2017 10:00,193,1277,1440,347,271,2155,0,655
29/01/2017 11:00,205,1815,1905,511,447,2985,0,1359
29/01/2017 12:00,280,2732,2891,912,619,3739,0,1165
29/01/2017 13:00,247,2966,3667,1174,665,4321,0,970
29/01/2017 14:00,296,2808,3685,1392,680,4306,0,1099
29/01/2017 15:00,296,3019,3714,1291,759,4881,0,1794
29/01/2017 16:00,310,3238,3797,1428,766,4752,0,1575
29/01/2017 17:00,326,3002,3515,1309,742,4526,0,1206
29/01/2017 18:00,124,2077,2552,879,551,4451,0,1544
29/01/2017 19:00,91,1198,1342,589,329,5113,0,1003
29/01/2017 20:00,39,968,813,383,177,3379,0,709
29/01/2017 21:00,30,741,468,328,107,2720,0,680
29/01/2017 22:00,11,712,321,217,70,2659,0,607
29/01/2017 23:00,23,542,216,178,56,2404,0,1317
30/01/2017 00:00,9,320,99,99,30,1361,0,594
30/01/2017 01:00,3,211,56,15,40,667,0,50
30/01/2017 02:00,3,155,49,14,19,799,0,50
30/01/2017 03:00,4,263,68,13,19,600,0,148
30/01/2017 04:00,6,140,54,5,15,614,0,64
30/01/2017 05:00,2,122,104,11,25,555,0,10
30/01/2017 06:00,6,499,303,63,70,1435,0,452
30/01/2017 07:00,11,1405,667,191,125,3258,0,1436
30/01/2017 08:00,27,2985,1724,542,330,6444,0,4619
30/01/2017 09:00,23,1943,1968,554,329,6957,0,3352
30/01/2017 10:00,27,1706,2303,646,332,6640,4,1985
30/01/2017 11:00,26,2335,3012,823,528,1041,31,1360
30/01/2017 12:00,429,2699,4012,1141,701,1319,4,899
30/01/2017 13:00,626,4058,5737,1431,859,106,0,3213
30/01/2017 14:00,479,3051,4355,1296,741,929,0,1779
30/01/2017 15:00,519,2873,4169,1225,665,3138,0,1877
30/01/2017 16:00,487,3093,4142,1308,661,5409,8,1829
30/01/2017 17:00,627,3841,4432,1354,753,5050,0,2829
30/01/2017 18:00,581,3132,3300,1181,653,4812,0,3212
30/01/2017 19:00,402,1750,1834,722,303,3291,0,1418
30/01/2017 20:00,303,1071,878,451,169,2310,5,1332
30/01/2017 21:00,226,851,615,298,111,1809,0,1228
30/01/2017 22:00,132,784,346,235,76,1180,0,364
30/01/2017 23:00,85,672,175,103,57,729,0,910
31/01/2017 00:00,49,403,114,75,17,319,0,559
31/01/2017 01:00,12,378,65,19,12,383,0,505
31/01/2017 02:00,16,567,24,8,5,324,0,309
31/01/2017 03:00,11,457,31,10,7,350,0,80
31/01/2017 04:00,9,104,48,12,15,115,0,330
31/01/2017 05:00,16,113,43,9,16,178,0,272
31/01/2017 06:00,38,366,221,59,36,470,0,538
31/01/2017 07:00,87,1120,549,168,68,1353,0,2348
31/01/2017 08:00,253,2671,1526,520,209,3718,7,4116
31/01/2017 09:00,282,1679,1789,583,258,5402,0,2318
31/01/2017 10:00,269,1444,2094,618,312,1853,12,1627
31/01/2017 11:00,276,2258,3082,878,417,4038,0,1413
31/01/2017 12:00,599,3242,4125,1089,710,4908,8,1983
31/01/2017 13:00,700,4027,4832,1446,885,6112,16,2270
31/01/2017 14:00,450,3190,4128,1389,700,5428,0,1931
31/01/2017 15:00,453,2959,3968,1252,707,5547,0,2031
31/01/2017 16:00,522,3263,4477,1433,741,7427,2,2660
31/01/2017 17:00,581,4143,4832,1559,804,9109,0,2319
31/01/2017 18:00,590,3465,3499,1196,680,9249,0,2363
31/01/2017 19:00,412,1972,2037,723,392,7969,0,1649
31/01/2017 20:00,296,1271,1082,416,218,6900,0,1025
31/01/2017 21:00,207,970,614,360,143,5569,0,1526
31/01/2017 22:00,170,902,378,226,106,5270,0,743
31/01/2017 23:00,74,680,200,147,53,3187,0,1120
01/02/2017 00:00,37,389,100,47,19,1406,0,427
01/02/2017 01:00,27,289,73,39,14,1060,0,548
01/02/2017 02:00,5,384,44,14,5,888,0,206
01/02/2017 03:00,14,536,43,11,16,484,0,504
01/02/2017 04:00,13,209,56,5,20,889,0,360
01/02/2017 05:00,20,142,88,13,36,638,0,73
01/02/2017 06:00,42,554,329,83,74,2520,0,407
01/02/2017 07:00,176,1457,667,184,136,5958,0,1568
01/02/2017 08:00,372,3194,1483,561,385,8549,1,3254
01/02/2017 09:00,331,2087,2005,634,378,6456,0,2190
01/02/2017 10:00,331,1376,2745,687,416,3609,0,1502
01/02/2017 11:00,349,2227,3282,991,511,3994,0,1320
01/02/2017 12:00,552,3249,4555,1201,734,5493,0,2000
01/02/2017 13:00,639,3776,5095,1472,814,3578,0,3037
01/02/2017 14:00,454,2646,5232,1202,511,4098,0,2280
01/02/2017 15:00,427,2752,5347,1249,519,5695,0,1289
01/02/2017 16:00,541,3248,4352,1359,680,4311,0,1768
01/02/2017 17:00,511,4346,4322,1642,790,6765,0,2190
01/02/2017 18:00,580,3629,3794,1223,671,6685,0,2439
01/02/2017 19:00,482,2259,2148,768,422,5181,0,2234
01/02/2017 20:00,316,1388,1110,465,217,4006,0,1198
01/02/2017 21:00,241,1050,632,358,139,4054,0,915
01/02/2017 22:00,153,986,479,305,100,2778,0,1720
01/02/2017 23:00,102,648,232,210,54,2056,0,667
02/02/2017 00:00,65,430,96,92,26,5218,0,494
02/02/2017 01:00,24,305,92,32,9,1864,1,346
02/02/2017 02:00,20,243,42,26,2,920,0,213
02/02/2017 03:00,18,242,43,25,11,480,0,433
02/02/2017 04:00,22,116,41,3,18,533,0,341
02/02/2017 05:00,15,152,121,15,24,441,0,969
02/02/2017 06:00,37,543,293,66,80,1478,0,1518
02/02/2017 07:00,111,1399,672,200,92,3919,0,1353
02/02/2017 08:00,268,2429,1576,526,198,6873,1,3976
02/02/2017 09:00,271,1622,1764,599,175,6070,0,3412
02/02/2017 10:00,215,1413,1905,553,186,4383,0,2738
02/02/2017 11:00,300,1874,2822,816,399,4432,0,1548
02/02/2017 12:00,511,2582,3526,1043,526,4973,0,1554
02/02/2017 13:00,536,3103,4291,1308,638,5714,0,2494
02/02/2017 14:00,386,2035,2910,1014,312,4389,0,2956
02/02/2017 15:00,342,2107,2773,1011,310,6085,0,1992
02/02/2017 16:00,358,2458,2748,1073,382,7522,0,2652
02/02/2017 17:00,443,3429,3167,1418,473,8910,0,3233
02/02/2017 18:00,448,3226,3006,1234,476,8354,0,2844
02/02/2017 19:00,411,2384,2229,873,381,7541,0,2365
02/02/2017 20:00,326,1552,1522,679,279,6634,0,1879
02/02/2017 21:00,292,1076,794,380,120,5787,0,962
02/02/2017 22:00,196,1083,477,364,98,5358,0,1325
02/02/2017 23:00,130,824,207,197,47,4334,0,1137
03/02/2017 00:00,52,496,113,120,32,2921,0,862
03/02/2017 01:00,40,384,76,131,11,2986,0,243
03/02/2017 02:00,17,429,40,24,17,1404,0,271
03/02/2017 03:00,21,637,31,45,10,963,0,521
03/02/2017 04:00,17,261,59,14,13,504,0,252
03/02/2017 05:00,13,134,77,19,25,519,0,143
03/02/2017 06:00,59,523,320,81,80,2087,0,487
03/02/2017 07:00,139,1177,749,179,154,4920,0,1763
03/02/2017 08:00,330,2432,1699,539,358,7875,0,3850
03/02/2017 09:00,287,1832,2038,632,395,6201,3,3785
03/02/2017 10:00,305,1958,3220,699,434,5081,0,2848
03/02/2017 11:00,373,2610,3573,929,644,4006,9,1346
03/02/2017 12:00,521,3065,3799,1187,606,2726,0,1779
03/02/2017 13:00,557,3388,4020,1280,610,3607,0,3097
03/02/2017 14:00,381,2550,3367,1028,439,550,0,3099
03/02/2017 15:00,386,2504,3151,1120,527,1058,0,2767
03/02/2017 16:00,497,3119,3489,1220,565,2286,0,3331
03/02/2017 17:00,449,4051,3796,1500,722,807,0,2462
03/02/2017 18:00,469,3430,3216,1283,564,759,0,2427
03/02/2017 19:00,437,2321,1968,959,423,523,0,2082
03/02/2017 20:00,318,1452,1193,704,236,265,0,2543
03/02/2017 21:00,263,1282,720,520,180,231,0,1413
03/02/2017 22:00,186,1167,449,491,114,251,0,2224
03/02/2017 23:00,207,1121,415,867,112,160,0,1867
04/02/2017 00:00,116,894,188,653,60,45,0,1269
04/02/2017 01:00,86,679,153,457,34,137,0,612
04/02/2017 02:00,64,638,113,367,41,32,0,1068
04/02/2017 03:00,73,667,138,689,22,30,0,448
04/02/2017 04:00,35,411,77,49,28,2,0,684
04/02/2017 05:00,10,173,102,25,25,10,0,123
04/02/2017 06:00,46,250,180,48,42,55,0,292
04/02/2017 07:00,40,428,242,75,57,56,0,801
04/02/2017 08:00,76,700,620,176,112,147,0,946
04/02/2017 09:00,153,1254,1480,476,269,43,0,2028
04/02/2017 10:00,298,2046,2862,788,517,49,0,1331
04/02/2017 11:00,389,3168,3862,1303,801,57,0,1789
04/02/2017 12:00,524,4036,4482,1444,943,48,0,1820
04/02/2017 13:00,582,4504,5642,1870,1034,114,0,1725
04/02/2017 14:00,660,4402,6328,1946,1014,95,0,2156
04/02/2017 15:00,580,4306,6376,2077,1014,219,0,1905
04/02/2017 16:00,281,4573,6524,2127,972,119,0,1711
04/02/2017 17:00,346,4264,4985,1901,953,153,0,1752
04/02/2017 18:00,561,2647,3595,1413,734,125,0,2687
04/02/2017 19:00,511,2132,2443,1141,439,100,0,1575
04/02/2017 20:00,440,1605,1339,819,207,135,0,1247
04/02/2017 21:00,277,1330,882,624,0,109,0,1937
04/02/2017 22:00,282,1355,501,686,0,130,0,2077
04/02/2017 23:00,224,1212,409,635,0,76,0,1098
05/02/2017 00:00,157,969,196,657,0,41,0,1290
05/02/2017 01:00,147,837,128,499,0,15,0,585
05/02/2017 02:00,62,872,126,381,18,60,0,1213
05/02/2017 03:00,66,997,179,246,28,25,0,629
05/02/2017 04:00,48,694,73,75,12,12,0,261
05/02/2017 05:00,23,206,41,20,15,16,0,198
05/02/2017 06:00,28,141,111,27,22,20,0,25
05/02/2017 07:00,31,204,100,39,40,6,0,558
05/02/2017 08:00,43,306,179,76,39,12,0,1097
05/02/2017 09:00,88,434,508,208,109,28,0,2163
05/02/2017 10:00,175,1197,1428,322,309,33,0,1186
05/02/2017 11:00,270,2125,2524,602,558,25,0,1095
05/02/2017 12:00,462,3129,3516,1065,781,33,0,645
05/02/2017 13:00,474,3828,4340,1426,869,30,0,1185
05/02/2017 14:00,584,4034,4556,1578,899,55,0,1085
05/02/2017 15:00,504,4043,4644,870,846,80,0,1207
05/02/2017 16:00,509,3832,4327,35,867,92,0,1460
05/02/2017 17:00,463,3220,3974,654,774,106,0,1752
05/02/2017 18:00,410,2162,2657,952,470,68,0,1028
05/02/2017 19:00,342,1226,1399,593,270,83,0,982
05/02/2017 20:00,291,969,693,382,140,106,0,1282
05/02/2017 21:00,184,790,414,243,137,32,0,1011
05/02/2017 22:00,162,687,337,226,108,28,0,1047
05/02/2017 23:00,99,508,172,231,40,17,0,437
06/02/2017 00:00,52,260,112,45,29,0,0,769
06/02/2017 01:00,35,176,75,37,19,1,0,94
06/02/2017 02:00,19,174,38,11,7,0,0,64
06/02/2017 03:00,17,307,36,15,10,0,0,16
06/02/2017 04:00,17,314,53,23,21,0,0,2
06/02/2017 05:00,55,177,121,18,35,14,0,108
06/02/2017 06:00,75,523,360,76,98,15,0,34
06/02/2017 07:00,190,1386,765,186,149,52,0,170
06/02/2017 08:00,254,3059,1988,539,324,516,0,991
06/02/2017 09:00,279,2014,1744,560,266,793,0,116
06/02/2017 10:00,245,1199,2492,547,270,1254,0,39
06/02/2017 11:00,271,1939,3048,642,426,1741,3,17
06/02/2017 12:00,429,2379,3927,948,514,1288,0,37
06/02/2017 13:00,537,2959,4504,1207,757,1284,0,6
06/02/2017 14:00,405,2348,3936,1078,539,4225,0,12
06/02/2017 15:00,405,2534,3762,1013,540,4091,0,25
06/02/2017 16:00,422,2963,4058,1196,635,4753,0,35
06/02/2017 17:00,526,3890,4401,1334,740,7155,0,75
06/02/2017 18:00,418,2986,3241,1073,571,6351,0,166
06/02/2017 19:00,355,1656,1608,605,291,5798,0,43
06/02/2017 20:00,254,986,832,354,137,4482,0,9
06/02/2017 21:00,183,793,471,299,95,4211,0,1
06/02/2017 22:00,118,572,283,166,53,3458,0,5
06/02/2017 23:00,98,442,180,156,47,1978,0,0
